DISTRICT,DIVISION,LOCATION,SUB LOCATION
KALOLENI,KALOLENI,KAYAFUNGO,MIYANI
KALOLENI,KALOLENI,TSANGATSINI,TSANGATSINI
KALOLENI,KALOLENI,TSANGATSINI,MNYENZENI
KANGUNDO,MATUNGULU,MATUNGULU,MATHEINI
KANGUNDO,MATUNGULU,KYELENI,KYELENI
KANGUNDO,KANGUNDO,KIVAANI,IIA-ITUNE
KANGUNDO,MATUNGULU,KOMA ROCK,KWALE
KANGUNDO,KANGUNDO,KIVAANI,MIU
KANGUNDO,KANGUNDO,KAWETHEI,MUKUNIKE
KANGUNDO,MATUNGULU,KALANDINI,MBUNI
KANGUNDO,MATUNGULU,TALA,SENGANI
KANGUNDO,KANGUNDO,KANZALU,MBILINI
KANGUNDO,KANGUNDO,KAKUYUNI,KAVILINGUNI
KANGUNDO,MATUNGULU,TALA,KYAUME
KANGUNDO,KANGUNDO,KANGUNDO,ISINGA
KANGUNDO,KANGUNDO,KAKUYUNI,KATHOME
KANGUNDO,MATUNGULU,KYANZAVI,KIBOKO
KANGUNDO,MATUNGULU,MATUNGULU,KAMBUSU
KANGUNDO,KANGUNDO,KIVAANI,KATITU
KANGUNDO,KANGUNDO,KANGUNDO,MATETANI
KANGUNDO,MATUNGULU,NGULUNI,NGULUNI
KANGUNDO,KANGUNDO,KANZALU,KITWII
KANGUNDO,MATUNGULU,TALA,KATINE
KANGUNDO,KANGUNDO,KANGUNDO,MUISUNI
KANGUNDO,MATUNGULU,KYELENI,NZAMBANI
KANGUNDO,MATUNGULU,MATUNGULU,KATHEKA
KANGUNDO,MATUNGULU,KALANDINI,KALANDINI
KANGUNDO,MATUNGULU,MATUNGULU,MWATATI
KANGUNDO,KANGUNDO,KAKUYUNI,KAKUYUNI
KANGUNDO,KANGUNDO,KIVAANI,NGUMUTI
KANGUNDO,KANGUNDO,KANGUNDO,MAIUNI
KANGUNDO,MATUNGULU,NGULUNI,KITHIMANI
KANGUNDO,MATUNGULU,KYANZAVI,KIANZABE
KANGUNDO,KANGUNDO,KAWETHEI,MBUSYANI
KANGUNDO,MATUNGULU,KYELENI,KWOSAU
KANGUNDO,MATUNGULU,KYELENI,KITULUNI
KANGUNDO,MATUNGULU,KOMA ROCK,KOMA
KANGUNDO,KANGUNDO,KAKUYUNI,KYEVALUKI
KANGUNDO,MATUNGULU,MATUNGULU,KINGOTI
KANGUNDO,MATUNGULU,KYANZAVI,KAYATA
KANGUNDO,MATUNGULU,KOMA ROCK,MATUU
KANGUNDO,KANGUNDO,KAWETHEI,KATHAANA
KANGUNDO,MATUNGULU,NGULUNI,KWANGII
KANGUNDO,KANGUNDO,KANGUNDO,NDUNDUNI
KANGUNDO,KANGUNDO,KANZALU,KIKAMBUANI
KANGUNDO,MATUNGULU,KYANZAVI,UAMANI
KANGUNDO,KANGUNDO,KAWETHEI,KAWETHEI
KANGUNDO,MATUNGULU,KOMA ROCK,MUKENGESYA
KANGUNDO,KANGUNDO,KANZALU,KAWAUNI
KANGUNDO,MATUNGULU,KYANZAVI,KWA KUMBU
KEIYO,KEIYO SOUTH,SOY,TURESIA
KEIYO,KEIYO NORTH,KAPCHEMUTWA,KORKITONY
KEIYO,KEIYO SOUTH,KABIEMIT,KABIEMIT
KEIYO,KEIYO NORTH,IRONG,KIPTABUS
KEIYO,KEIYO NORTH,MUTEI,KAPTEREN
KEIYO,KEIYO NORTH,MUTEI,KAPKOI
KEIYO,KEIYO NORTH,KIPTUILONG,SETEK
KEIYO,KEIYO NORTH,MUTEI,CHELINGWA
KEIYO,KEIYO SOUTH,KITANY,KITANY
KEIYO,KEIYO SOUTH,KAPTARAKWA,KAPTARAKWA
KEIYO,KEIYO SOUTH,MAOI,KAPKITONY
KEIYO,KEIYO NORTH,KAPCHEMUTWA,KAPKATUI
KEIYO,KEIYO SOUTH,NYARU,KIPSAINA
KEIYO,KEIYO SOUTH,KABIEMIT,KAPKOMA
KEIYO,KEIYO SOUTH,SOY,MOROP
KEIYO,KEIYO SOUTH,KIBARGOI,CHANGACH
KEIYO,KEIYO SOUTH,CHEMOIBON,TUMEIYO
KEIYO,KEIYO NORTH,KAMOGICH,KESSUP
KEIYO,KEIYO SOUTH,MARICHOR,LELBOINET
KEIYO,KEIYO SOUTH,MARICHOR,FLAX
KEIYO,KEIYO SOUTH,MOSOP,KAPKENDA
KEIYO,KEIYO SOUTH,KAMSWOROR,KOMBATICH
KEIYO,KEIYO SOUTH,KIBARGOI,CHEPTEBO
KEIYO,KEIYO SOUTH,KAPTARAKWA,MOKWO
KEIYO,KEIYO SOUTH,MARICHOR,CHEPKORIO
KEIYO,KEIYO SOUTH,NYARU,MWEN
KEIYO,KEIYO NORTH,KIPTUILONG,KAPTERIK
KEIYO,KEIYO SOUTH,KABIEMIT,KAPCHEBER
KEIYO,KEIYO SOUTH,MAOI,KIPKOMWO
KEIYO,KEIYO SOUTH,SOY,KAPSOKOM
KEIYO,KEIYO SOUTH,TUMEIYO,TAMBUL
KEIYO,KEIYO SOUTH,TUMEIYO,TUMEIYO
KEIYO,KEIYO SOUTH,SOY,SEGO
KEIYO,KEIYO SOUTH,KAMSWOROR,KIMAMET
KEIYO,KEIYO SOUTH,MARICHOR,CHEROTA
KEIYO,KEIYO NORTH,KOKWAO,EMSO
KEIYO,KEIYO SOUTH,METKEI,TUGUMOI
KEIYO,KEIYO NORTH,KAMOI,SINGORE
KEIYO,KEIYO NORTH,KEU,KOBULWO
KEIYO,KEIYO SOUTH,CHEMOIBON,KOIMUR
KEIYO,KEIYO NORTH,IRONG,ITEN TOWNSHIP
KEIYO,KEIYO SOUTH,KAMSWOROR,KAPTENGWER
KEIYO,KEIYO SOUTH,NYARU,KAPCHETEK
KEIYO,KEIYO SOUTH,KITANY,CHEBIOR
KEIYO,KEIYO SOUTH,KOCHOLWO,KAPKOSOM
KEIYO,KEIYO NORTH,IRONG,SERGOIT
KEIYO,KEIYO SOUTH,KAPKWONY,KIPSAOS
KEIYO,KEIYO SOUTH,KIBARGOI,EMSEA
KEIYO,KEIYO SOUTH,KOCHOLWO,MOLOL
KEIYO,KEIYO NORTH,MUTEI,KIPSOEN
KEIYO,KEIYO SOUTH,KOCHOLWO,SALAWA
KEIYO,KEIYO SOUTH,KAMSWOROR,KAPCHORWA
KEIYO,KEIYO NORTH,KAMOGICH,ANIN
KEIYO,KEIYO SOUTH,SOY,MUSKUT
KEIYO,KEIYO NORTH,KIPTUILONG,KIPKAA
KEIYO,KEIYO SOUTH,KABIEMIT,CHEBOEN
KEIYO,KEIYO SOUTH,KOCHOLWO,KOCHOLWO
KEIYO,KEIYO NORTH,IRONG,CHESITEK
KEIYO,KEIYO NORTH,CHEBOROR,CHEBOKORWO
KEIYO,KEIYO SOUTH,MAOI,KETIGOI
KEIYO,KEIYO SOUTH,KAPTARAKWA,KAPTAGAT
KEIYO,KEIYO NORTH,IRONG,KATALEL
KEIYO,KEIYO SOUTH,CHEPSIGOT,CHEBINYINY
KEIYO,KEIYO SOUTH,CHEMOIBON,CHEPSIREI
KEIYO,KEIYO NORTH,KAMOI,KAPKONGA
KEIYO,KEIYO SOUTH,KAMSWOROR,KAMWOSOR
KEIYO,KEIYO NORTH,KAMOGICH,RIMOI
KEIYO,KEIYO NORTH,KOKWAO,KAPCHELAL
KEIYO,KEIYO SOUTH,MARICHOR,SAMICH
KEIYO,KEIYO NORTH,KAPCHEMUTWA,KENDUR
KEIYO,KEIYO SOUTH,TUMEIYO,CHEPKURMUM
KEIYO,KEIYO NORTH,KAPCHEMUTWA,BUGAR
KEIYO,KEIYO NORTH,KOKWAO,KIBENDO
KEIYO,KEIYO SOUTH,MARICHOR,KAMELIL
KEIYO,KEIYO SOUTH,TUMEIYO,CHEPKOSOM
KEIYO,KEIYO SOUTH,METKEI,KABIRSUS
KEIYO,KEIYO SOUTH,MOSOP,KIPTULOS
KEIYO,KEIYO SOUTH,CHEPSIGOT,KABITO
KEIYO,KEIYO NORTH,KOKWAO,KAPTUM
KEIYO,KEIYO NORTH,CHEBOROR,MINDILILWO
KEIYO,KEIYO NORTH,KEU,KOMOIGON
KEIYO,KEIYO SOUTH,KIBARGOI,ROKOCHO
KEIYO,KEIYO NORTH,KAMOGICH,SIROCH
KEIYO,KEIYO SOUTH,EPKE,EPKE
KEIYO,KEIYO NORTH,KOKWAO,NYALIL
KEIYO,KEIYO SOUTH,SOY,CHOP
KEIYO,KEIYO NORTH,KEU,CHEGILET
KEIYO,KEIYO SOUTH,KAPKWONY,CHEBOGE
KEIYO,KEIYO NORTH,IRONG,KAPLAMAI
KEIYO,KEIYO SOUTH,KOCHOLWO,ENEGO
KEIYO,KEIYO SOUTH,EPKE,CHEPSIGOT
KEIYO,KEIYO NORTH,CHEBOROR,KIPKESSUM
KERICHO,SIGOWET/SOIN,SIGOWET,SIGOWET
KERICHO,AINAMOI,TENDWET,TENDWET
KERICHO,AINAMOI,TELANET,KETITUI
KERICHO,AINAMOI,TELANET,CHEPKURBET
KERICHO,SIGOWET/SOIN,KIPTERE,KIPTERE
KERICHO,BELGUT,KIPKOIYAN,BORBORWET
KERICHO,BELGUT,KIPKOIYAN,KIPKOIYAN
KERICHO,BELGUT,WALDAI,SOSIOT
KERICHO,SIGOWET/SOIN,KALYONGWET,KALYONGWET
KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP
KERICHO,SIGOWET/SOIN,KAPLELARTET,CHEPKEMEL
KERICHO,AINAMOI,KIPCHEBOR,CHEPKOLON
KERICHO,SIGOWET/SOIN,CHEPTUIYET,CHEPTUIYET
KERICHO,AINAMOI,TENDWET,BUCHENGE
KERICHO,SIGOWET/SOIN,CHEPTUIYET,MINDILILWET
KERICHO,AINAMOI,POIYWEK,POIYWEK
KERICHO,BELGUT,KABIANGA,KIBINGEI
KERICHO,BELGUT,KABIANGA,KAPCHELUCH
KERICHO,BELGUT,KABOROK,KABOROK
KERICHO,BELGUT,CHEMAMUL,CHEMAMUL
KERICHO,AINAMOI,TOWNSHIP,KAPKUGERWET
KERICHO,AINAMOI,KAPSAOS,MASO
KERICHO,SIGOWET/SOIN,SOIN,KAPTALAMWA
KERICHO,AINAMOI,KAPSOIT,KAPSOIT
KERICHO,SIGOWET/SOIN,KEBENETI,KAMAGET
KERICHO,BELGUT,MOBEGO,MOBEGO
KERICHO,BELGUT,KIPTOME,KIPTOME
KERICHO,SIGOWET/SOIN,KIPTERE,KAPKEBURU
KERICHO,BELGUT,SERETUT,SERETUT
KERICHO,AINAMOI,AINAMOI,KIPCHIMCHIM
KERICHO,AINAMOI,SITOTWET,SITOTWET
KERICHO,AINAMOI,TOWNSHIP,MOTOBO
KERICHO,SIGOWET/SOIN,KEBENETI,KEBENETI
KERICHO,AINAMOI,AINAMOI,AINAMOI
KERICHO,AINAMOI,SITOTWET,SAMUTET
KERICHO,SIGOWET/SOIN,SOIN,SIMBI
KERICHO,BELGUT,CHEMAMUL,CHEBIRIRBEI
KERICHO,AINAMOI,POIYWEK,LALIAT
KERICHO,BELGUT,KIPSOLU,KIPSOLU
KERICHO,AINAMOI,KENEGUT,KENEGUT
KERICHO,BELGUT,KAPTOBOIT,KAPTOBOITI
KERICHO,BELGUT,KAPSUSER,KAPSUSER
KERICHO,BELGUT,WALDAI,KEBEN
KERICHO,BELGUT,KAPTOBOIT,CHERONGET
KERICHO,SIGOWET/SOIN,SOLIAT,KONGEREN
KERICHO,BELGUT,KIPTOME,KAPKITONY
KERICHO,SIGOWET/SOIN,KOITABUROT,KOITABUROT
KERICHO,SIGOWET/SOIN,SOLIAT,KAMASEGA
KERICHO,SIGOWET/SOIN,KAPLELARTET,KAPLELARTET
KERICHO,SIGOWET/SOIN,KOITABUROT,KAPCHEBWAI
KERICHO,SIGOWET/SOIN,KAPLELARTET,TABAITA
KERICHO,BELGUT,MOBEGO,KABIANGA
KERICHO,BELGUT,KIPSOLU,AINAPKOI
KERICHO,BELGUT,CHEMAMUL,KOIWALELACH
KERICHO,AINAMOI,KAPSOIT,KAPKITONY
KERICHO,BELGUT,SERETUT,CHEPKOSILEN
KERICHO,SIGOWET/SOIN,KOITABUROT,KAPKKORMOM
KERICHO,SIGOWET/SOIN,KAITUI,KAITUI
KERICHO,SIGOWET/SOIN,SOLIAT,MOTERO
KERICHO,SIGOWET/SOIN,KAITUI,SOMBICHO
KERICHO,SIGOWET/SOIN,KAITUI,KIPTUGUMO
KERICHO,SIGOWET/SOIN,KOITABUROT,KEJIRIET
KERICHO,SIGOWET/SOIN,KAPSEGUT,KAPSEGUT
KERICHO,SIGOWET/SOIN,SOIN,KIPSITET
KERICHO,BELGUT,WALDAI,KOITALEL
KERICHO,SIGOWET/SOIN,SIGOWET,KAPTEBENGWO
KERICHO,SIGOWET/SOIN,SOLIAT,SOLIAT
KERICHO,SIGOWET/SOIN,SOLIAT,MOGONJET
KERICHO,SIGOWET/SOIN,KAITUI,BAREGEIWET
KERICHO,AINAMOI,KAPSAOS,KAPSAOS
KERICHO,SIGOWET/SOIN,KAPSOROK,LEKWENYI
KERICHO,SIGOWET/SOIN,SOIN,KAPLELACH
KERICHO,SIGOWET/SOIN,KAPSEGUT,CHESICHE
KERICHO,AINAMOI,TOWNSHIP,TAIYWET
KERICHO,SIGOWET/SOIN,KAPLELARTET,KAPSOMBOCH
KERICHO,AINAMOI,KENEGUT,CHEPLEL
KERICHO,SIGOWET/SOIN,IRAA,IRAA
KERICHO,SIGOWET/SOIN,KAPSOROK,KAPKARA
KERICHO,AINAMOI,KIPCHEBOR,CHEBOCHO
KERICHO,BELGUT,KAPSUSER,KAKIPTUI
KERICHO,SIGOWET/SOIN,KALYONGWET,KAPKOCHEI
KERICHO,SIGOWET/SOIN,KAPSEGUT,KABOKYEK
KERICHO,BELGUT,KABOROK,KAPKOKWON
KERICHO,AINAMOI,CHEPKOINIK,CHEPSOO
KERICHO,AINAMOI,CHEPKOINIK,CHEPKOINIK
KERICHO,SIGOWET/SOIN,KAPSOROK,KAPSOROK
KERICHO,SIGOWET/SOIN,IRAA,SINGORONIK
KIAMBU,KIAMBU,KIAMBAA,TOWNSHIP
KIAMBU,KIAMBU,TING'ANG'A,KAGONGO
KIAMBU,KIAMBAA,KIAMBAA,KARURI
KIAMBU,KIAMBU,NDUMBERI,NDUMBERI
KIAMBU,KIAMBU,TING'ANG'A,TING'ANG'A
KIAMBU,KIAMBAA,WAGUTHU,GATHANGA
KIAMBU,KIAMBAA,KIHARA,GACHIE
KIAMBU,KIAMBAA,KIAMBAA,MUCHATHA
KIAMBU,KIAMBAA,KIHARA,WANGUNYU
KIAMBU,KIAMBU,RIABAI,RIABAI
KIAMBU,KIAMBU,WAGUTHU,KANUNGA
KIAMBU,KIAMBAA,RUAKA,NDENDERU
KIAMBU,KIAMBU,WAGUTHU,NGEGU
KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA
KIAMBU,KIAMBU,KAMITI,KAMITI
KIAMBU,KIAMBU,KIAMBAA,KIAMUMBI
KIAMBU,KIAMBAA,RUAKA,RUAKA
KIAMBU,KIAMBU,KIAMBAA,THINDIGUA
KIAMBU,KIAMBAA,KIHARA,KIHARA
KIAMBU,KIAMBAA,CIANDA,CIANDA
KIAMBU,KIAMBAA,CIANDA,KAWAIDA
KIAMBU,KIAMBAA,KIAMBAA,NJIKU
KIAMBU,KIAMBAA,KIHARA,KARURA
KIAMBU,KIAMBAA,KIHARA,MAHINDI
KIAMBU,KIAMBU,NDUMBERI,KARUNGA
KIAMBU,KIAMBU,KAMITI,ANMER
KIAMBU,KIAMBU,RIABAI,KIHINGO
KIAMBU,KIAMBAA,KIAMBAA,NJORO
KIBWEZI,KIBWEZI EAST,UTITHI,UTITHI
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,MIKUYUNI
KIBWEZI,KIBWEZI EAST,UTITHI,THANGE
KIBWEZI,KIBWEZI EAST,MASONGALENI,ULILINZI
KIBWEZI,KIBWEZI WEST,MAKINDU,KISINGO
KIBWEZI,KIBWEZI WEST,TWAANDU,NGAKAA
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,NGULU
KIBWEZI,KIBWEZI EAST,NGWATA,MUKAANGE
KIBWEZI,KIBWEZI EAST,MTITO ANDEI,MTITO ANDEI
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,KATHYAKA
KIBWEZI,KIBWEZI WEST,MAKINDU,KIU
KIBWEZI,KIBWEZI WEST,MAKINDU,KAI
KIBWEZI,KIBWEZI EAST,KAMBU,KITENGEI
KIBWEZI,KIBWEZI WEST,KIBOKO,MULILI
KIBWEZI,KIBWEZI EAST,MASONGALENI,MASONGALENI
KIBWEZI,KIBWEZI WEST,NGUUMO,MUUNI
KIBWEZI,KIBWEZI EAST,MASONGALENI,MASIMBANI
KIBWEZI,KIBWEZI WEST,KIBOKO,KAASUVI
KIBWEZI,KIBWEZI EAST,KATHEKANI,KATHEKANI
KIBWEZI,KIBWEZI EAST,NTHONGONI,MANGELETE
KIBWEZI,KIBWEZI WEST,KINYAMBU,KINYAMBU
KIBWEZI,KIBWEZI WEST,KIBOKO,KYALE
KIBWEZI,KIBWEZI WEST,TWAANDU,MITENDEU
KIBWEZI,KIBWEZI EAST,NZAMBANI,MUTHINGIINI
KIBWEZI,KIBWEZI WEST,TWAANDU,KALII
KIBWEZI,KIBWEZI WEST,MAKINDU,MANYATA
KIBWEZI,KIBWEZI EAST,KAMBU,KAMBU
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,KALUNGU
KIBWEZI,KIBWEZI WEST,NGUUMO,KAUNGUNI
KIBWEZI,KIBWEZI EAST,MASONGALENI,KYANGULI
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,NDETANI
KIBWEZI,KIBWEZI WEST,NGUUMO,NDOVOINI
KIBWEZI,KIBWEZI WEST,NGUUMO,SYUMILE
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,NGANDANI
KIBWEZI,KIBWEZI WEST,KIKUMBULYU,MBUI NZAU
KIBWEZI,KIBWEZI WEST,MAKINDU,KAMBOO
KIKUYU,KIKUYU,KARAI,LUSEGETI
KIKUYU,KABETE,KABETE,CHURA
KIKUYU,KIKUYU,KARAI,NACHU
KIKUYU,KABETE,KABETE,KIBICHIKU
KIKUYU,KIKUYU,KINOO,KINOO
KIKUYU,KABETE,MUGUGA,KAHUHO
KIKUYU,KABETE,MUGUGA,KANYARIRI
KIKUYU,KABETE,MUGUGA,MUGUGA
KIKUYU,KIKUYU,KIKUYU,SIGONA
KIKUYU,KIKUYU,KIKUYU,KIKUYU TOWNSHIP
KIKUYU,KABETE,NYATHUNA,NYATHUNA
KIKUYU,KABETE,KINOO,UTHIRU
KIKUYU,KIKUYU,KARAI,GIKAMBURA
KIKUYU,KABETE,MUGUGA,GITARU
KIKUYU,KABETE,KABETE,RUKU
KIKUYU,KIKUYU,KINOO,THOGOTO
KIKUYU,KABETE,NYATHUNA,KIRANGARI
KIKUYU,KIKUYU,KIKUYU,KERWA
KIKUYU,KABETE,KABETE,LOWER KABETE
KIKUYU,KABETE,NYATHUNA,GATHIGA
KIKUYU,KIKUYU,KARAI,RENGUTI
KIKUYU,KABETE,NYATHUNA,KARURA
KIKUYU,KIKUYU,KINOO,GITIBA
KIKUYU,KIKUYU,KARAI,KARAI
KILIFI,KILIFI NORTH,TOWNSHIP,MNARANI
KILIFI,KILIFI NORTH,TAKAUNGU,TAKAUNGU
KILIFI,KILIFI SOUTH,JUNJU,KURUWITU
KILIFI,KILIFI SOUTH,MTWAPA,SHIMO LA TEWA
KILIFI,KILIFI SOUTH,MTWAPA,KANAMAI
KILIFI,KILIFI NORTH,TOWNSHIP,SOKONI
KILIFI,KILIFI SOUTH,JUNJU,JUNJU
KILIFI,KILIFI NORTH,TOWNSHIP,KONJORA
KILIFI,GANZE,JARIBUNI,MARERE
KILIFI,KILIFI SOUTH,BANDARA SALAMA,PINGILIKANI
KILIFI,KILIFI SOUTH,MTWAPA,KIDUTANI/MAWAMBA
KILIFI,GANZE,BANDARI,MITSEMERINI
KILIFI,KILIFI NORTH,NGERENYA,ZOWERANI
KILIFI,KILIFI SOUTH,CHASIMBA,MWAKAMBI
KILIFI,KILIFI SOUTH,CHASIMBA,KITSOENI
KILIFI,KILIFI SOUTH,JUNJU,VIPINGO/GONGONI
KILIFI,GANZE,VITENGENI,MADAMANI
KILIFI,KILIFI NORTH,TEZO,MTONDIA/ MAJAONI
KILIFI,KILIFI SOUTH,ZIANI,ZIANI
KILIFI,KILIFI NORTH,TOWNSHIP,HOSPITAL
KILIFI,KILIFI SOUTH,MWARAKAYA,KIZINGO
KILIFI,KILIFI NORTH,NGERENYA,NGERENYA
KILIFI,KILIFI SOUTH,ZIANI,NGOMBENI
KILIFI,GANZE,KAUMA,VINAGONI
KILIFI,KILIFI SOUTH,BANDARA SALAMA,MWEMBE KATI
KILIFI,KILIFI SOUTH,MWARAKAYA,MWARAKAYA
KILIFI,GANZE,MTSARA WA TSATSU,MTSARA WA TSATSU
KILIFI,KILIFI SOUTH,MTWAPA,KIJIPWA
KILIFI,KILIFI NORTH,MATSANGONI,MKONGANI
KILIFI,GANZE,GANZE,GANZE/TSANGALAWENI
KILIFI,KILIFI NORTH,NGERENYA,EZAMOYO
KILIFI,KILIFI NORTH,TEZO,KIBARANI
KILIFI,KILIFI NORTH,ROKA,ROKA
KILIFI,GANZE,DUNGICHA,MWEZA/MIGODOMANI
KILIFI,KILIFI SOUTH,CHASIMBA,CHASIMBA
KILIFI,KILIFI NORTH,ROKA,CHUMANI
KILIFI,GANZE,DIDA,DIDA
KILIFI,GANZE,MWAHERA,MWAHERA
KILIFI,GANZE,BAMBA,MWAKALA
KILIFI,GANZE,MRIMA WA NDEGE,DULUKIZA
KILIFI,GANZE,GANZE,PETANGUO
KILIFI,GANZE,SOKOKE,MAGOGONI
KILIFI,GANZE,PALAKUMI,PALAKUMI
KILIFI,GANZE,MWAHERA,NDUGUMANI
KILIFI,KILIFI SOUTH,VYAMBANI,VYAMBANI
KILIFI,GANZE,DIDA,BALE
KILIFI,GANZE,NDIGIRIA,NDIGIRIA/MAPOTEA
KILIFI,GANZE,BAMBA,PAZIANI
KILIFI,GANZE,BANDARI,MIKAMINI
KILIFI,GANZE,KAUMA,MAGOGONI
KILIFI,GANZE,MITANGANI,GOSHI
KILIFI,GANZE,MITANGANI,MNAGONI
KILIFI,GANZE,PALAKUMI,MARIAKANI/VITSAPUNI
KILIFI,GANZE,MWAHERA,KAEMBENI
KILIFI,KILIFI SOUTH,VYAMBANI,NGAMANI
KILIFI,GANZE,SOKOKE,RARE
KILIFI,KILIFI NORTH,TAKAUNGU,MAVUENI
KILIFI,GANZE,MWAHERA,DZIKUNZE
KILIFI,KILIFI NORTH,GEDE,DABASO
KILIFI,GANZE,JARIBUNI,MWAPULA
KILIFI,GANZE,VITENGENI,VITENGENI
KILIFI,GANZE,DUNGICHA,DUNGICHA
KILIFI,GANZE,NDIGIRIA,MIRIHINI
KILIFI,GANZE,MRIMA WA NDEGE,MILORE
KILIFI,GANZE,BANDARI,KIDEMU
KILIFI,GANZE,MWAHERA,MWANGEA
KILIFI,GANZE,NDIGIRIA,MWAMBANI
KILIFI,GANZE,BANDARI,KARIMANI
KILIFI,KILIFI NORTH,MATSANGONI,MATSANGONI
KILIFI,KILIFI NORTH,MATSANGONI,UYOMBO
KILIFI,KILIFI NORTH,TAKAUNGU,MKWAJUNI/MKOMANI
KILIFI,KILIFI NORTH,TAKAUNGU,KIRIBA/WANGWANI
KILIFI,GANZE,MITANGANI,DANGARANI
KILIFI,GANZE,MRIMA WA NDEGE,MRIMA WA NDEGE
KILIFI,GANZE,VITENGENI,MITSEDZINI
KILIFI,GANZE,MITANGANI,GEDE
KILIFI,GANZE,MITANGANI,MIGUNJINI
KILIFI,GANZE,MITANGANI,MIDOINA
KILIFI,GANZE,DIDA,KAHINGONI
KILIFI,KILIFI NORTH,WATAMU,JIMBA
KILIFI,GANZE,JARIBUNI,CHIVARA
KILIFI,KILIFI NORTH,GEDE,MIJOMBONI
KILIFI,KILIFI NORTH,GEDE,MIDA
KILIFI,KILIFI NORTH,WATAMU,MBARAKA CHEMBE
KILIFI,KILIFI NORTH,WATAMU,WATAMU
KILINDINI,LIKONI,SHIKA ADABU,VIJIWENI
KILINDINI,LIKONI,LIKONI,BOFU
KILINDINI,CHANGAMWE,CHAANI,CHAANI
KILINDINI,CHANGAMWE,PORT REITZ,PORT REITZ
KILINDINI,LIKONI,MTONGWE,MTONGWE
KILINDINI,LIKONI,LIKONI,LIKONI
KILINDINI,LIKONI,LIKONI,TIMBWANI
KILINDINI,JOMVU,MIRITINI,JOMVU KUU
KILINDINI,JOMVU,MIKINDANI,BIRIKANI
KILINDINI,LIKONI,SHIKA ADABU,VYEMANI
KILINDINI,JOMVU,MIKINDANI,KWA SHEE
KILINDINI,CHANGAMWE,MIRITINI,MIRITINI
KINANGO,KINANGO,TARU,DUPHARU
KINANGO,KINANGO,MWATATE,MWATATE
KINANGO,KINANGO,KASEMENI,MAZERAS
KINANGO,KINANGO,MAKAMINI,MAKAMINI
KINANGO,KINANGO,MWAVUMBO,KALALANI
KINANGO,KINANGO,KASEMENI,MNYENZENI
KINANGO,KINANGO,KASEMENI,CHIGATO
KINANGO,KINANGO,MACKINNON ROAD,MACKINNON ROAD
KINANGO,KINANGO,GANDINI,GANDINI
KINANGO,KINANGO,VIGURUNGANI,BUSA
KINANGO,KINANGO,MTAA,MTAA
KINANGO,KINANGO,PUMA,MAZOLA
KINANGO,KINANGO,SAMBURU SOUTH,KINAGONI
KINANGO,KINANGO,NDAVAYA,KIFYONZO
KINANGO,KINANGO,KINANGO,DUMBULE
KINANGO,KINANGO,CHENGONI,SILALONI
KINANGO,KINANGO,MACKINNON ROAD,KILIBASI
KINANGO,KINANGO,MWAVUMBO,MWABILA
KINANGO,KINANGO,SAMBURU SOUTH,MATOPE
KINANGO,KINANGO,MTAA,BOFU
KINANGO,KINANGO,MTAA,MABESHENI
KINANGO,KINANGO,MAKAMINI,VINYUNDUNI
KINANGO,KINANGO,KINANGO,KINANGO
KINANGO,KINANGO,VIGURUNGANI,VIGURUNGANI
KINANGO,KINANGO,NDAVAYA,GULANZE
KINANGO,KINANGO,MWATATE,MATUMBI
KINANGO,KINANGO,KINANGO,KIBANDAONGO
KINANGO,KINANGO,KASEMENI,MWAMDUDU
KINANGO,KINANGO,NDAVAYA,NDAVAYA
KINANGO,KINANGO,CHENGONI,CHENGONI
KINANGO,KINANGO,NDAVAYA,MWANDIMU
KINANGO,KINANGO,CHENGONI,MAJI YA CHUMVI
KIPKELION,KIPKELION WEST,KAPKWEN,KAPKWEN
KIPKELION,KIPKELION WEST,LELOCH,NYAIROBI
KIPKELION,KIPKELION WEST,KAMASIAN,BARTERA
KIPKELION,KIPKELION WEST,TOROTO,MAGIRE
KIPKELION,KIPKELION WEST,KIPTERIS,SONGONYET
KIPKELION,KIPKELION WEST,CHILCHILA,KOISAGAT
KIPKELION,KIPKELION EAST,MASAITA,MASAITA
KIPKELION,KIPKELION EAST,CHEBOSWAN,CHEYMEN
KIPKELION,KIPKELION EAST,MASAITA,BENDITAI
KIPKELION,KIPKELION EAST,KAPSEGER,CHEPCHOLIET
KIPKELION,KIPKELION WEST,LELOCH,MTARAGON
KIPKELION,KIPKELION EAST,CHEPSEON,MOMONIAT
KIPKELION,KIPKELION EAST,SORGET,SORGET
KIPKELION,KIPKELION WEST,SIWOT,SIWOT
KIPKELION,KIPKELION EAST,KAPSEGER,TUGUNON
KIPKELION,KIPKELION WEST,KAPKOROS,CHESONOI
KIPKELION,KIPKELION EAST,KIMUGUL,KIMUGUL
KIPKELION,KIPKELION WEST,MACHEISOK,MATARMAT
